Node_ID,Node_Type,Name,Symbol,Derivation_Status,Closure_Status,Registry_Status,Source,Parent_or_Reference,Notes
EQ-151,EQUATION,Recursive Organizational Grammar::5,,SOURCE-CODED,,SOURCE-REGISTERED,MASTER EQUATION MATRIX,,Canonical form axiom
EQ-152,EQUATION,Recursive Organizational Grammar::6,,SOURCE-CODED,,SOURCE-REGISTERED,MASTER EQUATION MATRIX,,Recursive generativity
EQ-153,EQUATION,Recursive Organizational Grammar::7,,SOURCE-CODED,,SOURCE-REGISTERED,MASTER EQUATION MATRIX,,Persistence theorem
EQ-154,EQUATION,Recursive Organizational Grammar::8,,SOURCE-CODED,,SOURCE-REGISTERED,MASTER EQUATION MATRIX,,Generativity chain
EQ-155,EQUATION,Master Cascade::1,,SOURCE-CODED,,SOURCE-REGISTERED,MASTER EQUATION MATRIX,,Input
EQ-156,EQUATION,Master Cascade::2,,SOURCE-CODED,,SOURCE-REGISTERED,MASTER EQUATION MATRIX,,Step 1
EQ-157,EQUATION,Master Cascade::3,,SOURCE-CODED,,SOURCE-REGISTERED,MASTER EQUATION MATRIX,,Step 2
EQ-158,EQUATION,Master Cascade::4,,SOURCE-CODED,,SOURCE-REGISTERED,MASTER EQUATION MATRIX,,Step 3
EQ-159,EQUATION,Master Cascade::5,,SOURCE-CODED,,SOURCE-REGISTERED,MASTER EQUATION MATRIX,,Step 4
EQ-160,EQUATION,Master Cascade::6,,SOURCE-CODED,,SOURCE-REGISTERED,MASTER EQUATION MATRIX,,Step 5
EQ-161,EQUATION,Master Cascade::7,,SOURCE-CODED,,SOURCE-REGISTERED,MASTER EQUATION MATRIX,,Step 6
EQ-162,EQUATION,Master Cascade::8,,SOURCE-CODED,,SOURCE-REGISTERED,MASTER EQUATION MATRIX,,Step 7
EQ-163,EQUATION,Master Cascade::9,,SOURCE-CODED,,SOURCE-REGISTERED,MASTER EQUATION MATRIX,,Step 8
EQ-164,EQUATION,Master Cascade::10,,SOURCE-CODED,,SOURCE-REGISTERED,MASTER EQUATION MATRIX,,Step 9
EQ-165,EQUATION,Master Cascade::11,,SOURCE-CODED,,SOURCE-REGISTERED,MASTER EQUATION MATRIX,,Step 10
EQ-166,EQUATION,Master Cascade::12,,SOURCE-CODED,,SOURCE-REGISTERED,MASTER EQUATION MATRIX,,Step 11
EQ-167,EQUATION,Master Cascade::13,,SOURCE-CODED,,SOURCE-REGISTERED,MASTER EQUATION MATRIX,,Step 12
EQ-168,EQUATION,Master Cascade::14,,SOURCE-CODED,,SOURCE-REGISTERED,MASTER EQUATION MATRIX,,Step 13
EQ-169,EQUATION,Master Cascade::15,,SOURCE-CODED,,SOURCE-REGISTERED,MASTER EQUATION MATRIX,,Step 14
EQ-170,EQUATION,Master Cascade::16,,SOURCE-CODED,,SOURCE-REGISTERED,MASTER EQUATION MATRIX,,Step 15
EQ-171,EQUATION,Master Cascade::17,,SOURCE-CODED,,SOURCE-REGISTERED,MASTER EQUATION MATRIX,,Step 16
EQ-172,EQUATION,Master Cascade::18,,SOURCE-CODED,,SOURCE-REGISTERED,MASTER EQUATION MATRIX,,Step 17
EQ-173,EQUATION,Master Cascade::19,,SOURCE-CODED,,SOURCE-REGISTERED,MASTER EQUATION MATRIX,,Step 18
EQ-174,EQUATION,Master Cascade::20,,SOURCE-CODED,,SOURCE-REGISTERED,MASTER EQUATION MATRIX,,Step 19
AX-SDR-001..005,DER,Strict Dependency Relation axioms,,CERTIFIED,,CERTIFIED,DER REGISTRY,None,
CMRC-001..019,DER,Conformal Math Recovery Core (complete),,CERTIFIED,,CERTIFIED,DER REGISTRY,"PRIM-G-001,002,003",
VAL-001,DER,"String Theory (bosonic, critical dim=26)",,CERTIFIED,,CERTIFIED,DER REGISTRY,CMRC-001..019,
VAL-002,DER,Maxwell Electrodynamics,,CERTIFIED,,CERTIFIED,DER REGISTRY,DER-GAU-001..004,
VAL-003,DER,GR Matter Coupling,,CERTIFIED,,CERTIFIED,DER REGISTRY,"DER-VAR-005, DER-TRC-001",
VAL-004,DER,Quantum Mechanics,,CERTIFIED,,CERTIFIED,DER REGISTRY,DER-QR-001..006,
VAL-005,DER,Hamiltonian Mechanics,,CERTIFIED,,CERTIFIED,DER REGISTRY,"DER-VAR-003, DER-QR-001",
THM-ANOM,DER,G_SM = SU(3)xSU(2)xU(1) derivation,,CERTIFIED,,CERTIFIED,DER REGISTRY,DER-QR-006,
RF-001,THEOREM,Well-Definedness: R: Graph_ARBS -> Field(M) exists as a covariant functor independent of graph approximation sequence,,CERTIFIED,,CERTIFIED,THEOREM REGISTRY,,"Mosco convergence (Kato's Rep. Theorem) + Gromov-Hausdorff + Trotter-Kato. Internal: TH-Pi-003, TH-Pi-006, UCE-001"
RF-002,THEOREM,Functoriality: R(id_G)=id_{R(G)} and R(g o f)=R(g) o R(f),,CERTIFIED,,CERTIFIED,THEOREM REGISTRY,,"Strong operator topology: lim of bounded linear products = product of limits. Internal: RF-001, CP-001"
RF-003,THEOREM,"Convergence: G_n ->^GH (M,g) => E_n ->^Mosco E => L_n ->^s.r. L => T_n(t) ->^s T(t)",,CERTIFIED,,CERTIFIED,THEOREM REGISTRY,,Kato's First Rep. Theorem (Mosco->s.r.) + Trotter-Kato (s.r.->semigroup)
RF-004,THEOREM,Monoidal Preservation: R(G sqcup H) cong R(G) otimes R(H); pentagon + triangle coherence satisfied,,CERTIFIED,,CERTIFIED,THEOREM REGISTRY,,M-000 (tensor comparison construction) + Mac Lane Monoidal Coherence Theorem
RF-005,THEOREM,Faithfulness and Conservatism: R is faithful and conservative but neither full nor essentially surjective,,CERTIFIED,,CERTIFIED,THEOREM REGISTRY,,Faithfulness: distinct embeddings -> distinct cochain push-forwards -> distinct limits. Obstruction: ker(Phi_d) != empty
RK-001,THEOREM,Kernel Algebra,,CERTIFIED,,CERTIFIED,THEOREM REGISTRY,,"ker(Phi_d) has algebraic structure generated by five minimal generators {K_1,K_2,K_3,K_5,K_6} forming a closed Lie Groupoid: <K_1,K_2,K_3,K_5,K_6> = A_ker subset ker(Phi_d)"
RK-002,THEOREM,Normal Forms,,CERTIFIED,,CERTIFIED,THEOREM REGISTRY,,The kernel algebra is strictly terminating and confluent. Every element reduces to unique canonical form: Delta G_normal = K_1^alpha K_2^beta K_6^gamma K_3[g] K_5^delta (proved via Newman's Lemma)
RK-003,THEOREM,Kernel Decomposition,,CERTIFIED,,CERTIFIED,THEOREM REGISTRY,,ker(Phi_d) cong Aut_disc(G) semidirect Gauge(P->M). Gauge symmetries of the Standard Model emerge as the residual freedom of the discrete graph invisible to the continuum limit.
PRF-ROG-3,PROOF_OBLIGATION,AX-ROG-3 (Completeness),,OPEN,OPEN THEOREM,REGISTERED,PROOF REGISTRY,DER-ORG-009,Formal proof that every organizational phenomenon has a G* representation. No counterexample found; neither exhaustive enumeration nor abstract spanning argument constructed.
PRF-ROG-5,PROOF_OBLIGATION,AX-ROG-5 (Canonical Form),,OPEN,OPEN THEOREM,REGISTERED,PROOF REGISTRY,DER-ORG-009,Uniqueness proof for the minimal DTC representation. Requires showing no two distinct canonical forms represent the same organizational system.
PRF-FPE,PROOF_OBLIGATION,DER-ORG-006,,OPEN,OPEN THEOREM,REGISTERED,PROOF REGISTRY,DER-ORG-006,"Equivalence of Banach, spectral, least fixed point, and ROG closure formulations of persistence. Common fixed point assumed throughout framework but not proven."
PRF-PiO,PROOF_OBLIGATION,DER-ORG-007 / DER-TRC-006,,OPEN,OPEN THEOREM,REGISTERED,PROOF REGISTRY,Both ORG-007 and TRC-006,"Rigorous derivation of Pi_O = f(sigma, C, Spec(L)) from TNDS first principles. Coupling equation proposed; stationary distribution of Fokker-Planck equation approach outlined but not executed."
PRF-ATU,PROOF_OBLIGATION,DER-ORG-008,,OPEN,OPEN THEOREM,REGISTERED,PROOF REGISTRY,DER-ORG-008,Uniqueness of organizational attractor for each alpha. Banach theorem gives uniqueness given completeness and c<1; proof that c<1 holds uniformly across all initial conditions needed.
PRF-SFP,PROOF_OBLIGATION,DER-SPC-006,,OPEN,OPEN THEOREM,REGISTERED,PROOF REGISTRY,DER-SPC-006,Spectral fixed point uniqueness for disconnected graphs. Unique under connectedness assumption; general case open.
PRF-UGNT,PROOF_OBLIGATION,Part V UGNT,,OPEN,OPEN THEOREM,REGISTERED,PROOF REGISTRY,Part V §4,Termination and confluence of the rewrite system for grammar normal forms. Both required for UGNT normal-form theorem; neither proven.
PRF-BORN,PROOF_OBLIGATION,DER-ORG-006 (partial),,OPEN,OPEN THEOREM,REGISTERED,PROOF REGISTRY,Open,Born rule uniqueness: R-invariant measure on Pi is unique and equals |psi|^2. Existence outlined; Gleason's theorem approach not yet executed.
PRF-LOR,PROOF_OBLIGATION,Open,,OPEN,OPEN THEOREM,REGISTERED,PROOF REGISTRY,Open,Lorentz signature: maximum spectral compression direction is timelike. Argument sketched in SEIT Phase III; rigorous connection between compression functional and g_{tt}<0 not constructed.
PRF-GEN,PROOF_OBLIGATION,Open,,OPEN,OPEN THEOREM,REGISTERED,PROOF REGISTRY,Open,Three fermion generations: N_c=3 does not constrain generation count. Extension of representation theory analysis required.
PRF-CONST,PROOF_OBLIGATION,Open,,OPEN,OPEN THEOREM,REGISTERED,PROOF REGISTRY,Open,"Universal constants c,G,hbar as fixed points of Seeley-DeWitt coefficient ratios. Pipeline defined; explicit computation of fixed-point functions f_k not performed."
PRF-BNAT,PROOF_OBLIGATION,Open,,OPEN,OPEN THEOREM,REGISTERED,PROOF REGISTRY,Open,B_Nature: identify M such that Spec(L)=Spec(Nature). Cubitt-Perez Garcia-Wolf undecidability may apply for infinite L. Fundamental open problem.
PRF-PRIM,PROOF_OBLIGATION,Open,,OPEN,OPEN THEOREM,REGISTERED,PROOF REGISTRY,Open,"Primitive grammar reconciliation: three grammars ({D,T,C,Pi}; {D,T,C}+gradient; {D,tau,kappa,Theta,Pi,Omega}) developed independently. Not shown to be equivalent or reducible to one. Central open problem across all five compiler lines."
C0,CLOSURE_LAYER,Primitive & grammar reconciliation,,,LAYER,REGISTERED,CLOSURE LAYERS,,"Relation among Δ,τ,κ,Π and competing grammar realizations"
C1,CLOSURE_LAYER,Organizational / fixed-point closure,,,LAYER,REGISTERED,CLOSURE LAYERS,,Γ:X→X and organizational closure
C2,CLOSURE_LAYER,Persistence & spectral closure,,,LAYER,REGISTERED,CLOSURE LAYERS,,Π_O and λ_c
C3,CLOSURE_LAYER,Spectral→geometry→Lorentzian,,,LAYER,REGISTERED,CLOSURE LAYERS,,L→Δ_g→K_g→d_g→g and Lorentzian signature
C4,CLOSURE_LAYER,Nature spectrum & constants,,,LAYER,REGISTERED,CLOSURE LAYERS,,Nature-spectrum correspondence and dimensional constants
C5,CLOSURE_LAYER,Gauge/representation/matter/generation,,,LAYER,REGISTERED,CLOSURE LAYERS,,Full particle/gauge sector
C6,CLOSURE_LAYER,Quantum closure,,,LAYER,REGISTERED,CLOSURE LAYERS,,Quantum theory integrated with persistence/geometry
C7,CLOSURE_LAYER,Cosmological/horizon/information,,,LAYER,REGISTERED,CLOSURE LAYERS,,Scale→horizon→information→cutoff→cosmology
C8,CLOSURE_LAYER,Biological/adaptive,,,LAYER,REGISTERED,CLOSURE LAYERS,,Biology reverse-derived from common kernel
C9,CLOSURE_LAYER,Compiler closure,,,LAYER,REGISTERED,CLOSURE LAYERS,,Universal executable representation
C10,CLOSURE_LAYER,Validation/falsification,,,LAYER,REGISTERED,CLOSURE LAYERS,,Cross-domain recovery and novel predictions
"EXT::(Δ,τ,κ,Π)",INTERMEDIATE_ENDPOINT,"(Δ,τ,κ,Π)",,SCHEMATIC,UNADJUDICATED,GENERATED_FROM_BRIDGE,22_BRIDGES,,Endpoint placeholder used only to preserve bridge topology; not a new scientific claim.
BRIDGE-GAMMA,INTERMEDIATE_ENDPOINT,GAMMA,,SCHEMATIC,UNADJUDICATED,GENERATED_FROM_BRIDGE,22_BRIDGES,,Endpoint placeholder used only to preserve bridge topology; not a new scientific claim.
EXT::O→Ψ,INTERMEDIATE_ENDPOINT,O→Ψ,,SCHEMATIC,UNADJUDICATED,GENERATED_FROM_BRIDGE,22_BRIDGES,,Endpoint placeholder used only to preserve bridge topology; not a new scientific claim.
BRIDGE-PSI,INTERMEDIATE_ENDPOINT,PSI,,SCHEMATIC,UNADJUDICATED,GENERATED_FROM_BRIDGE,22_BRIDGES,,Endpoint placeholder used only to preserve bridge topology; not a new scientific claim.
BRIDGE-G,INTERMEDIATE_ENDPOINT,G,,SCHEMATIC,UNADJUDICATED,GENERATED_FROM_BRIDGE,22_BRIDGES,,Endpoint placeholder used only to preserve bridge topology; not a new scientific claim.
BRIDGE-L,INTERMEDIATE_ENDPOINT,L,,SCHEMATIC,UNADJUDICATED,GENERATED_FROM_BRIDGE,22_BRIDGES,,Endpoint placeholder used only to preserve bridge topology; not a new scientific claim.
BRIDGE-SPEC,INTERMEDIATE_ENDPOINT,SPEC,,SCHEMATIC,UNADJUDICATED,GENERATED_FROM_BRIDGE,22_BRIDGES,,Endpoint placeholder used only to preserve bridge topology; not a new scientific claim.
BRIDGE-KT,INTERMEDIATE_ENDPOINT,KT,,SCHEMATIC,UNADJUDICATED,GENERATED_FROM_BRIDGE,22_BRIDGES,,Endpoint placeholder used only to preserve bridge topology; not a new scientific claim.
BRIDGE-D,INTERMEDIATE_ENDPOINT,D,,SCHEMATIC,UNADJUDICATED,GENERATED_FROM_BRIDGE,22_BRIDGES,,Endpoint placeholder used only to preserve bridge topology; not a new scientific claim.
BRIDGE-GMETRIC,INTERMEDIATE_ENDPOINT,GMETRIC,,SCHEMATIC,UNADJUDICATED,GENERATED_FROM_BRIDGE,22_BRIDGES,,Endpoint placeholder used only to preserve bridge topology; not a new scientific claim.
BRIDGE-NABLA,INTERMEDIATE_ENDPOINT,NABLA,,SCHEMATIC,UNADJUDICATED,GENERATED_FROM_BRIDGE,22_BRIDGES,,Endpoint placeholder used only to preserve bridge topology; not a new scientific claim.
EXT::Riemann→Ricci→R→G,INTERMEDIATE_ENDPOINT,Riemann→Ricci→R→G,,SCHEMATIC,UNADJUDICATED,GENERATED_FROM_BRIDGE,22_BRIDGES,,Endpoint placeholder used only to preserve bridge topology; not a new scientific claim.
EXT::Einstein dynamics,INTERMEDIATE_ENDPOINT,Einstein dynamics,,SCHEMATIC,UNADJUDICATED,GENERATED_FROM_BRIDGE,22_BRIDGES,,Endpoint placeholder used only to preserve bridge topology; not a new scientific claim.
EXT::D,INTERMEDIATE_ENDPOINT,D,,SCHEMATIC,UNADJUDICATED,GENERATED_FROM_BRIDGE,22_BRIDGES,,Endpoint placeholder used only to preserve bridge topology; not a new scientific claim.
EXT::R=e^{-βL},INTERMEDIATE_ENDPOINT,R=e^{-βL},,SCHEMATIC,UNADJUDICATED,GENERATED_FROM_BRIDGE,22_BRIDGES,,Endpoint placeholder used only to preserve bridge topology; not a new scientific claim.
EXT::C_Π,INTERMEDIATE_ENDPOINT,C_Π,,SCHEMATIC,UNADJUDICATED,GENERATED_FROM_BRIDGE,22_BRIDGES,,Endpoint placeholder used only to preserve bridge topology; not a new scientific claim.
EXT::δC_Π=0,INTERMEDIATE_ENDPOINT,δC_Π=0,,SCHEMATIC,UNADJUDICATED,GENERATED_FROM_BRIDGE,22_BRIDGES,,Endpoint placeholder used only to preserve bridge topology; not a new scientific claim.
EXT::I_F,INTERMEDIATE_ENDPOINT,I_F,,SCHEMATIC,UNADJUDICATED,GENERATED_FROM_BRIDGE,22_BRIDGES,,Endpoint placeholder used only to preserve bridge topology; not a new scientific claim.
EXT::geodesic,INTERMEDIATE_ENDPOINT,geodesic,,SCHEMATIC,UNADJUDICATED,GENERATED_FROM_BRIDGE,22_BRIDGES,,Endpoint placeholder used only to preserve bridge topology; not a new scientific claim.
BRIDGE-R,INTERMEDIATE_ENDPOINT,R,,SCHEMATIC,UNADJUDICATED,GENERATED_FROM_BRIDGE,22_BRIDGES,,Endpoint placeholder used only to preserve bridge topology; not a new scientific claim.
EXT::Z→F,INTERMEDIATE_ENDPOINT,Z→F,,SCHEMATIC,UNADJUDICATED,GENERATED_FROM_BRIDGE,22_BRIDGES,,Endpoint placeholder used only to preserve bridge topology; not a new scientific claim.
EXT::L_N/h_N²,INTERMEDIATE_ENDPOINT,L_N/h_N²,,SCHEMATIC,UNADJUDICATED,GENERATED_FROM_BRIDGE,22_BRIDGES,,Endpoint placeholder used only to preserve bridge topology; not a new scientific claim.
EXT::-Δ_g,INTERMEDIATE_ENDPOINT,-Δ_g,,SCHEMATIC,UNADJUDICATED,GENERATED_FROM_BRIDGE,22_BRIDGES,,Endpoint placeholder used only to preserve bridge topology; not a new scientific claim.
EXT::K_N,INTERMEDIATE_ENDPOINT,K_N,,SCHEMATIC,UNADJUDICATED,GENERATED_FROM_BRIDGE,22_BRIDGES,,Endpoint placeholder used only to preserve bridge topology; not a new scientific claim.
EXT::K_g→d_g→g_ij,INTERMEDIATE_ENDPOINT,K_g→d_g→g_ij,,SCHEMATIC,UNADJUDICATED,GENERATED_FROM_BRIDGE,22_BRIDGES,,Endpoint placeholder used only to preserve bridge topology; not a new scientific claim.
EXT::L(a),INTERMEDIATE_ENDPOINT,L(a),,SCHEMATIC,UNADJUDICATED,GENERATED_FROM_BRIDGE,22_BRIDGES,,Endpoint placeholder used only to preserve bridge topology; not a new scientific claim.
EXT::dotL,INTERMEDIATE_ENDPOINT,dotL,,SCHEMATIC,UNADJUDICATED,GENERATED_FROM_BRIDGE,22_BRIDGES,,Endpoint placeholder used only to preserve bridge topology; not a new scientific claim.
EXT::DOS→ρ_vac,INTERMEDIATE_ENDPOINT,DOS→ρ_vac,,SCHEMATIC,UNADJUDICATED,GENERATED_FROM_BRIDGE,22_BRIDGES,,Endpoint placeholder used only to preserve bridge topology; not a new scientific claim.
EXT::Z_H,INTERMEDIATE_ENDPOINT,Z_H,,SCHEMATIC,UNADJUDICATED,GENERATED_FROM_BRIDGE,22_BRIDGES,,Endpoint placeholder used only to preserve bridge topology; not a new scientific claim.
EXT::A_H,INTERMEDIATE_ENDPOINT,A_H,,SCHEMATIC,UNADJUDICATED,GENERATED_FROM_BRIDGE,22_BRIDGES,,Endpoint placeholder used only to preserve bridge topology; not a new scientific claim.
EXT::Z_H(ℓ_p²),INTERMEDIATE_ENDPOINT,Z_H(ℓ_p²),,SCHEMATIC,UNADJUDICATED,GENERATED_FROM_BRIDGE,22_BRIDGES,,Endpoint placeholder used only to preserve bridge topology; not a new scientific claim.
EXT::N_BH,INTERMEDIATE_ENDPOINT,N_BH,,SCHEMATIC,UNADJUDICATED,GENERATED_FROM_BRIDGE,22_BRIDGES,,Endpoint placeholder used only to preserve bridge topology; not a new scientific claim.
EXT::N_H,INTERMEDIATE_ENDPOINT,N_H,,SCHEMATIC,UNADJUDICATED,GENERATED_FROM_BRIDGE,22_BRIDGES,,Endpoint placeholder used only to preserve bridge topology; not a new scientific claim.
EXT::Ξ,INTERMEDIATE_ENDPOINT,Ξ,,SCHEMATIC,UNADJUDICATED,GENERATED_FROM_BRIDGE,22_BRIDGES,,Endpoint placeholder used only to preserve bridge topology; not a new scientific claim.
EXT::Λ_*→ρ_vac,INTERMEDIATE_ENDPOINT,Λ_*→ρ_vac,,SCHEMATIC,UNADJUDICATED,GENERATED_FROM_BRIDGE,22_BRIDGES,,Endpoint placeholder used only to preserve bridge topology; not a new scientific claim.
EXT::ρ_vac,INTERMEDIATE_ENDPOINT,ρ_vac,,SCHEMATIC,UNADJUDICATED,GENERATED_FROM_BRIDGE,22_BRIDGES,,Endpoint placeholder used only to preserve bridge topology; not a new scientific claim.
EXT::Λ_cosm→H→a,INTERMEDIATE_ENDPOINT,Λ_cosm→H→a,,SCHEMATIC,UNADJUDICATED,GENERATED_FROM_BRIDGE,22_BRIDGES,,Endpoint placeholder used only to preserve bridge topology; not a new scientific claim.
EXT::Σ_H→P_H,INTERMEDIATE_ENDPOINT,Σ_H→P_H,,SCHEMATIC,UNADJUDICATED,GENERATED_FROM_BRIDGE,22_BRIDGES,,Endpoint placeholder used only to preserve bridge topology; not a new scientific claim.
EXT::P_H,INTERMEDIATE_ENDPOINT,P_H,,SCHEMATIC,UNADJUDICATED,GENERATED_FROM_BRIDGE,22_BRIDGES,,Endpoint placeholder used only to preserve bridge topology; not a new scientific claim.
EXT::ℓ_*,INTERMEDIATE_ENDPOINT,ℓ_*,,SCHEMATIC,UNADJUDICATED,GENERATED_FROM_BRIDGE,22_BRIDGES,,Endpoint placeholder used only to preserve bridge topology; not a new scientific claim.
COSMO-DYN-010,COSMO_DYN_RESULT,dν/dλ,,CALCULATED/PRESERVED,DOWNSTREAM_SCOPE,REGISTERED,59_COSMO_DYN_EXECUTED_AND_OPEN,,Downstream result retained
COSMO-DYN-011,COSMO_DYN_RESULT,ρ_vac,,CALCULATED/PRESERVED,DOWNSTREAM_SCOPE,REGISTERED,59_COSMO_DYN_EXECUTED_AND_OPEN,,Cutoff ancestry unresolved
COSMO-DYN-012,COSMO_DYN_RESULT,Λ_cosm,,CALCULATED/PRESERVED,DOWNSTREAM_SCOPE,REGISTERED,59_COSMO_DYN_EXECUTED_AND_OPEN,,Scale ancestry unresolved
COSMO-DYN-013,COSMO_DYN_RESULT,Ξ,,CALCULATED/DEFINED,DOWNSTREAM_SCOPE,REGISTERED,59_COSMO_DYN_EXECUTED_AND_OPEN,,Dimensionless cutoff
COSMO-DYN-014,COSMO_DYN_RESULT,Ξ(N_H),,CALCULATED/PRESERVED,DOWNSTREAM_SCOPE,REGISTERED,59_COSMO_DYN_EXECUTED_AND_OPEN,,Information ancestry unresolved
COSMO-DYN-015,COSMO_DYN_RESULT,Horizon ancestry,,OPEN,DOWNSTREAM_SCOPE,REGISTERED,59_COSMO_DYN_EXECUTED_AND_OPEN,,P_H remains missing structural object
COSMO-DYN-016,COSMO_DYN_RESULT,Expansion ancestry,,OPEN,DOWNSTREAM_SCOPE,REGISTERED,59_COSMO_DYN_EXECUTED_AND_OPEN,,Dynamical closure remains open
